customer_id,gender,signup_date,customer_dob,customer_name,marital_status,customer_type,account_status,region,country,state,city,postal code,email,phone
1152,female,2024-09-14,1992-01-25,Christina,s,prime,,NOrTH ameriCA!,  uSA  ,CALiFOrniA#,  LOS ANgelES  $,90001,christina@yahoocom,+5-860-3343
1153,M,2023-09-09,1988-06-08,Gina,married,prime,,North AMErIcA$,uSA,  neW yoRk  ,  neW yoRk  ,10001,,+15-993-2210
1154,other,2024-01-08,1957-11-13,Elijah Johnson,,prime,Suspended,  sOutH AMERIca  ,braZil,  SÃO pAulo  ,  SÃO pauLO  ,  01000-000  @,ELIJAH.JOHNSON@YAHOO.COM,+20-544-3291
1155,female,2025-06-07,1981-12-30,Ryan Pierce,,prime,,  SOUth AMEricA  ,bRAzIL$,  rIo dE JaNeIro  ,  rIo dE JaNeIro  ,20000-000,,+20-365-2020
1156,Female,2023-10-04,1972-07-06,Amanda Ellison Lee Lee,single,prime,Suspended,AsIA,INdia$,kArNAtaKA#,bEnGaLUrU#,560001$,AMANDA.ELLISON@YAHOO.COM,+52-836-5391
1157,F,2025-03-21,2004-03-12,Todd Jacobson,s,non-prime,Suspended,AsIA#,iNDiA,MaharashTRA,  MuMbAi  ,400001$,todd.jacobson@gmail.comm,+44-248-5892
1158,Other,2024-08-02,1954-08-18,Chelsea,single,non-prime,Suspended,ASiA#,JApAn$,    TokyO    @,  SHiNJUKu  ,1600022,chelsea@gmail.comm,+63-719-4601
1159,m,2025-01-20,1962-01-25,Jennifer Lee,,non-prime,,ASIA,  JAPAN  !,OSAkA,kitA,5300001,jennifer.lee@@yahoo.com,+51-919-3619
1160,Female,2024-07-27,1987-10-20,Alexis Rodriguez,Married,prime,Active,europe$,GERMany,BAVaRIa,  muNiCh  ,  80331  $,,+64-207-5412
1161,male,2025-03-14,2006-06-05,Jessica King,married,prime,,EurOpe,  GerMaNY  !,  bErLIn  ,  bErLIn  ,10115,jessica.king@@yahoo.com,+9-544-5809
1162,Male,2023-10-06,1972-09-29,Laurie Bailey,Married,prime,,  afriCA  ,  NIGERIa  ,LAGoS,  IKeJa  ,100001,,+5-496-4849
1163,Male,2024-11-11,1988-05-08,Kelly Vaughn,s,non-prime,,aFRIcA,NigERia,  abUJA  $,  mAiTAMA  ,900271,,+23-465-2552
1164,M,2024-09-24,1992-11-28,April,Single,non-prime,Inactive,nOrTh AMerICA,uSA,cALiFoRnIA,LOS aNgELES,90001,,+98-675-5679
1165,F,2024-03-27,1988-02-02,James Weber,s,prime,Inactive,NorTh AMeRica#,usa,  New York  #,  New York  #,10001,jamesweber@gmailcom,+30-582-7433
1166,other,2023-12-29,1979-10-08,Tyler Smith,single,non-prime,Inactive,  SoUtH aMericA  ,bRaZIL!,  sÃo PAUlo  ,  sÃO pAUlO  #,01000-000#,tyler.smith@gmail.comm,+80-192-5180
1167,m,2025-06-29,1970-08-21,David Hull,,,Inactive,  SOUtH aMErICa  ,BrAZIL,  rio dE JANEiRO  ,rio de jAnEIro!,20000-000,DAVID.HULL@YAHOO.COM,+8-923-2941
1168,male,2024-01-07,,Anna Wright,m,non-prime,,  aSIa  @,IndiA!,kArNAtaKA#,bEnGaLUrU#,560001,anna.wright@@hotmail.com,+40-394-2333
1169,f,2023-12-13,1963-07-22,Jeffery Bailey,married,prime,Suspended,aSiA,  INDia  ,MahArashTrA@,mUmBAI$,  400001  !,JEFFERY.BAILEY@YAHOO.COM,+1-711-7169
1170,female,2023-10-05,1960-04-20,Antonio Cole,single,non-prime,,  aSia  ,jApaN,    TokyO    @,  SHiNJUKu  ,1600022,antonio.colehotmail.com,+90-269-5394
1171,male,2024-06-25,1983-06-11,Christy Hernandez,Married,non-prime,Suspended,  asIa  ,jApAn,OSaKA$,KITa,5300001, christy.hernandez@gmail.com ,+40-777-6943
1172,Other,2024-01-07,2004-09-06,Russell Wallace García,m,,Suspended,EuROpE,  GERMaNy  ,baVaria@,muNich@,80331,,+16-456-6861
1173,Male,2023-09-15,1977-08-09,Tiffany Wilson,single,non-prime,Inactive,  euRopE  #,  geRmany  #,  bErLIn  ,bErlIN,10115, tiffany.wilson@yahoo.com ,+30-630-9445
1174,male,2024-07-04,1965-09-25,Anna,married,non-prime,,aFRIcA,NIgeRIa,LAgoS,ikEjA,100001,anna@@hotmail.com,+20-190-1908
1175,f,2025-03-12,1991-03-18,Wendy Morgan,Married,prime,,aFricA@,nigeRiA#,  aBujA  ,  MaItama  ,900271,wendy.morgangmail.com,+94-502-4303
1176,f,2024-09-04,1986-12-22,Amy Mccoy,married,non-prime,Inactive,  NorTH AmErICa  #,usa$,cALiFoRnIA,LOS aNgELES,90001,AMY.MCCOY@HOTMAIL.COM,+87-248-5160
1177,m,2024-11-18,1977-10-07,Joseph Tate,M,non-prime,Inactive,  nOrtH AMERICa  ,  USA  ,NEw YoRk,NEw YoRk,10001#,joseph.tate@gmail.comm,+32-558-4814
1178,Female,2025-01-17,1957-03-17,Nathaniel Hill Singh,s,prime,Suspended,SouTH ameriCA,  brazil  $,sãO pAULO,sãO PAUlO,01000-000, nathaniel.hill@gmail.com ,+24-192-1525
1179,Other,2024-02-01,1997-02-05,Amy Clark,married,,,SoUtH amEricA,  BrAzil  ,  RIO DE JANeIrO  ,  RIO DE JANeIrO  ,20000-000,amy.clark@@yahoo.com,+25-239-1090
1180,F,2025-01-04,1981-10-03,Tonya,single,non-prime,Active,ASIA,iNDIA,kArNAtaKA#,bEnGaLUrU#,560001,tonya@hotmailcom,+53-527-3196
1181,female,2024-07-05,1957-04-21,Elizabeth Jackson Lee Yadav,Married,prime,Suspended,  Asia  ,  inDiA  ,mahARAsHTra#,mUmBAI$,400001,elizabeth.jacksonhotmail.com,+12-449-6080
1182,Other,2025-05-13,1974-04-21,Dorothy Hendrix,married,non-prime,Active,  aSia  @,  JapaN  ,  tokyo  ,SHINJUKu,1600022,dorothy.hendrix@yahoo.comm,+50-970-1583
1183,m,2025-05-05,1974-05-11,Toni Moreno,s,non-prime,,  AsiA  ,jAPAn#,osaka,  kIta  ,5300001,tonimoreno@gmailcom,+46-825-8536
1184,M,2024-01-16,1994-11-26,Thomas,,prime,,eUrOpE,  geRMany  ,  bAvaRia  ,munICh,80331,thomas@yahoo.comm,+92-359-1185
1185,m,2025-05-09,1982-03-28,Michael,M,,,eUrope!,GERMaNY#,berlIn@,  berlin  #,10115,michael@gmailcom,+40-469-4654
1186,m,2024-12-28,,Michelle Warren,married,prime,,AFRIca#,nIgEriA@,LAGOS!,ikeJA,100001,michelle.warren@@gmail.com,+94-353-5608
1187,,2023-10-05,1991-03-23,Mark Jimenez,Single,prime,,aFrICa,nIGERiA,  aBujA  ,  maItAMA  !,900271$,mark.jimenez@@hotmail.com,+61-825-5971
1188,male,2024-03-29,1977-07-05,David,married,non-prime,Inactive,nORTH ameRICA,  uSA  #,cALiFoRnIA,LOS aNgELES,90001$,david@yahoocom,+31-932-2480
1189,f,2024-06-08,1955-10-02,Brandon Peck,married,prime,Active,nORTH AMeRiCa,  USa  ,  nEw york  #,  nEw york  #,10001,brandon.peck@@hotmail.com,+11-764-6259
1190,,2024-05-08,1965-01-03,Terri Golden,single,non-prime,Inactive,soutH AMeRiCA#,BRAzIL,sãO pAULO,sãO PAUlO,01000-000,terrigolden@gmailcom,+7-530-4760
1191,M,2025-02-24,1992-09-23,Angel,s,prime,Active,  south AMERICa  ,  bRAziL  ,  rIo DE JaNEIro  ,  rIo DE JaNEIro  ,20000-000,ANGEL@GMAIL.COM,+37-603-4247
1192,m,2025-05-13,1999-12-05,Brenda Yadav Müller,single,prime,,  ASia  ,indIA,karNATaKa,bENgaLUru,560001,brendahotmail.com,+69-335-7341
1193,male,2024-10-06,2002-09-05,Nancy Rice Chen,single,prime,Active,  aSiA  ,inDIA!,MAhaRaShtra,  muMbaI  ,400001,nancy.rice@@yahoo.com,+11-272-7513
1194,,2023-11-02,1990-12-15,Dylan,s,prime,Active,ASia,  Japan  ,    TokyO    @,  SHiNJUKu  ,1600022,,+79-854-2634
1195,M,2024-09-19,1958-04-04,Lauren Walsh Almeida,Single,,Inactive,aSiA@,  Japan  ,osaka,KitA@,5300001$, lauren.walsh@hotmail.com ,+31-522-9711
1196,female,2023-10-28,1999-04-04,Michael,single,non-prime,Active,EuRope#,geRmANy,bAVARIa,  MunIcH  $,80331,michael@yahoo.comm,+26-981-6473
1197,other,2024-12-07,1972-08-19,Nicole,s,non-prime,Active,  euRoPE  ,  GermanY  ,  bERliN  ,  bERliN  ,10115,,+63-622-1718
1198,male,2024-10-11,2007-02-21,Juan Berry,Married,prime,Suspended,afrIcA,niGeriA,  lagoS  ,ikejA,100001,juanberry@yahoocom,+4-467-9817
1199,female,2023-12-16,1959-08-21,Jordan,single,prime,,aFRica,NIGeria,  ABUjA  ,  MaItAmA  ,900271,jordan@@gmail.com,+51-846-1901
1200,f,2025-01-29,1979-08-06,Corey Salazar,single,prime,,  NOrth AMeriCA  @,  usa  ,cALiFoRnIA,LOS aNgELES,  90001  $,,+43-760-6730
1201,Female,2025-06-28,1957-10-10,Douglas Smith,m,non-prime,Suspended,NORTH amERIcA$,  usA  ,  nEw YorK  ,  new yOrk  !,10001#,,+13-721-1761
1202,,2023-12-17,1985-05-31,Ms. Tara Chen,single,prime,,souTH AmeRica,Brazil,são PauLO,são PauLO,  01000-000  ,ms..tarayahoo.com,+65-916-5905
1203,f,2023-10-05,1986-04-28,Timothy,single,prime,Inactive,  sOUth ameRiCa  ,brazIl,RIO dE JANeIrO,RIO dE JANeIrO,  20000-000  ,timothy@yahoocom,+50-595-3613
1204,m,2024-04-30,1962-10-13,Angela Smith,single,prime,Inactive,  aSia  ,inDIa,KarNaTaKA,  BeNGalUru  ,560001@,,+63-925-1631
1205,m,2025-04-19,1961-06-11,Jermaine Vance,Single,non-prime,,asiA,iNdiA,maharashtra,  muMBaI  @,400001!,jermainevance@hotmailcom,+53-735-4472
1206,Female,2025-02-02,1987-12-18,Joseph Pennington Almeida,married,non-prime,Active,AsIA,  JAPAN  ,    TokyO    @,  SHiNJUKu  ,1600022,joseph.pennington@@yahoo.com,+21-364-7430
1207,m,2024-09-08,,Melissa Kim,single,,,  AsIa  ,  JApAn  @,osaka,KitA@,5300001, melissa.kim@yahoo.com ,+65-781-5616
1208,Female,2024-12-17,1965-05-13,Jennifer Ho Almeida,m,non-prime,,eURoPE,  gerMANy  ,bAVARIa,  MunIcH  $,80331,jennifer.ho@gmail.comm,+16-886-5774
1209,other,2023-08-12,1992-06-20,James Marks,Single,non-prime,Active,  euROPe  ,GErmANy,  BErLIn  ,  BErLIn  ,10115!,JAMES.MARKS@YAHOO.COM,+94-980-7437
1210,male,2024-02-24,1998-08-26,Patricia Adams Almeida,m,non-prime,Suspended,africA@,NigeriA!,LagOs$,IKeJa$,100001!,,+82-838-6171
1211,male,2023-12-12,1991-03-24,Stephen Morgan,single,prime,Suspended,  afRICa  ,niGERIA,  abUja  ,  MaItAmA  ,900271!,stephen.morgan@hotmail.comm,+51-731-4721
1212,,2025-06-22,1984-03-25,Mary Johnson,married,non-prime,,  nOrTh AmeRIcA  ,Usa#,  CalifOrNiA  ,  LOs angeLEs  ,90001,,+58-192-2608
1213,Male,2025-01-28,1996-09-08,Michelle Moore,m,non-prime,,nORTH amErIcA,usA#,nEw YoRK@,NEw yoRk,10001,michelle.moore@gmail.comm,+41-644-1289
1214,male,2024-11-19,1971-04-24,Jesus,s,non-prime,Inactive,  SoUth AMeRicA  ,  BrAziL  ,SÃO paULO,sÃO PAULo,  01000-000  $,jesus@hotmailcom,+82-961-3869
1215,M,2024-09-09,1993-06-29,Brandi Patel,m,non-prime,Suspended,souTh amErIca!,bRAzIl,  RIo dE jANEiro  $,  Rio De JANEIrO  @,20000-000,,+22-250-7070
1216,female,2023-09-30,1969-09-28,Gina Martin,Married,,Inactive,aSIa,iNDia,kArNAtaKA#,bEnGaLUrU#,560001,gina.martin@gmail.comm,+61-940-2160
1217,m,2024-11-11,1996-12-08,Teresa Rodriguez,,prime,Inactive,  AsIA  !,IndiA,MAhaRaShtra,MUMbaI,  400001  #,TERESA.RODRIGUEZ@HOTMAIL.COM,+83-337-6504
1218,m,2024-03-07,1960-07-13,Michael Hunt,Single,,Active,  ASiA  @,JApAn,  toKyo  ,shinJUKu,  1600022  $,,+11-983-2736
1219,M,2024-11-06,1972-08-12,Jesse,,non-prime,,  ASia  ,  jaPAn  #,osaka,KitA@,5300001,jesse@yahoocom,+39-994-4148
1220,male,2023-10-21,1970-07-10,Brittany Lin Singh,married,non-prime,,EurOpe,  gERmaNy  $,bAVARIa,  MunIcH  $,  80331  #,brittany.lin@@gmail.com,+44-612-3217
1221,F,2024-03-30,2004-12-09,Kelsey,single,prime,,  EUrOPE  !,gerMany,BerLIn,BerlIn,10115,KELSEY@YAHOO.COM,+61-591-8813
1222,m,2025-05-28,1957-03-18,Diana Chen,m,non-prime,Inactive,  AFrICa  #,niGErIa!,  lagoS  ,IkeJa$,100001,diana.chenhotmail.com,+67-271-7871
1223,male,2025-02-05,1966-12-04,Robert,Married,prime,,afRica,NiGERIA,  AbujA  ,MaITAmA#,900271,robert@@gmail.com,+32-688-6035
1224,m,2023-12-22,1959-04-07,Diane Mitchell,Single,non-prime,Suspended,NORth aMerIca,usA#,cALiFoRnIA,LOS aNgELES,90001,DIANE.MITCHELL@HOTMAIL.COM,+70-520-4707
1225,,2023-12-15,,Renee Thompson,m,non-prime,Inactive,nOrTh aMericA,Usa,  nEW yorK  ,  NeW yOrk  $,10001,reneethompson@hotmailcom,+75-328-4902
1226,,2023-11-18,2006-09-20,Ryan Smith Chen,Single,,,sOUth AMerica,brAZiL,são PauLO,são PauLO,01000-000,ryansmith@yahoocom,+32-288-2053
1227,Male,2025-04-07,2007-04-21,Joseph Miller,Married,prime,Inactive,  south AMERiCa  ,  BraZil  @,RIO dE JANeIrO,RIO dE JANeIrO,  20000-000  ,josephmiller@yahoocom,+84-800-6399
1228,other,2024-03-22,1966-11-25,Natalie Reyes García,Single,,,aSIa,  inDiA  ,kArNAtaKA#,bEnGaLUrU#,560001@, natalie.reyes@hotmail.com ,+96-519-5431
1229,female,2023-12-17,1976-04-26,Kenneth Bradley,Single,prime,Suspended,asIA$,iNdiA$,MAhaRaShtra,MUMbaI,400001,kenneth.bradley@hotmail.comm,+57-221-7835
1230,M,2024-10-29,2003-03-21,Elizabeth Butler,,prime,Suspended,ASIA$,japAn,    TokyO    @,  SHiNJUKu  ,1600022,,+66-482-2127
1231,F,2025-01-12,1976-10-09,Catherine Griffin,m,prime,Active,  asiA  ,JApAn$,osaka,KitA@,  5300001  @, catherine.griffin@hotmail.com ,+58-779-5929
1232,m,2025-02-23,1992-03-29,Trevor Bautista,s,non-prime,Inactive,  EUROPE  ,geRMANy,bAVARIa,  MunIcH  $,80331,trevor.bautista@hotmail.comm,+93-323-3331
1233,female,2025-06-28,1980-12-03,Robert Parks MD Almeida,single,non-prime,Inactive,EuroPE,  germANY  ,  beRLiN  @,berlIN$,10115,ROBERT.PARKS.MD@HOTMAIL.COM,
1234,f,2024-12-01,2004-07-16,Robin Wyatt,single,,,AFRICa,nigerIA#,  laGos  !,IKEja,100001,robinwyatt@hotmailcom,+99-542-1148
1235,,2023-10-12,2001-04-07,Amy,Married,non-prime,,  aFrIca  ,NIgERia,  AbUja  ,  maItaMA  #,900271,amygmail.com,+46-608-3521
1236,other,2024-12-07,2005-01-22,Toni Ortiz,single,non-prime,,  nOrtH aMERIcA  ,uSa#,cALiFoRnIA,LOS aNgELES,90001,,+92-199-6258
1237,f,2024-02-18,1956-01-28,Olivia Randolph,single,non-prime,,  NORTH AmeRICa  ,  uSa  ,nEW YoRK,  New yOrk  ,10001#,olivia.randolph@gmail.comm,+20-233-9092
1238,Female,2024-10-18,1978-01-08,Melanie Garrett Almeida,Single,non-prime,,sOuTH amERiCA,bRAZIl,São pAUlo,sÃo PauLO,01000-000,,+80-562-8795
1239,M,2025-04-30,1956-05-15,Michael Crawford,,prime,Active,sOutH amERica,  BrAzIl  ,rIo DE JaNeIro,rIo DE JaNeIro,20000-000,michael.crawford@@gmail.com,+17-787-5714
1240,,2025-01-21,2003-08-19,Benjamin Newton,,non-prime,,aSiA$,  INdiA  ,kArNAtaKA#,bEnGaLUrU#,560001,benjamin.newton@gmail.comm,+41-461-2731
1241,,2025-06-17,1982-02-15,Jessica,m,prime,Active,ASIa!,iNDiA,MAhaRaShtra,MUMbaI,400001,,+20-968-7930
1242,M,2025-04-22,1971-08-14,Kristy Tate,single,prime,Active,  AsiA  !,  JApaN  ,tokyO,ShiNJukU,1600022,kristy.tate@yahoo.comm,+81-302-7576
1243,Other,2024-01-07,1961-05-11,Aaron Williams,m,non-prime,Active,  AsIa  ,jApaN,osaka,KitA@,5300001,aaron.williamsgmail.com,+34-715-7230
1244,F,2024-06-28,1961-06-12,Donald Harding,,prime,Active,eUROPe,gErMaNy,bAVARIa,  MunIcH  $,80331,donaldharding@yahoocom,+27-506-4081
1245,Male,2024-03-02,1968-02-08,Joel Perez Almeida,single,prime,Active,EUrOPe,GermaNY,  beRlin  ,  beRlin  ,10115, joel.perez@gmail.com ,+2-679-5348
1246,Other,2024-12-19,1978-09-16,Carrie,single,non-prime,Inactive,  AfriCA  #,  nigEriA  ,  lagoS  ,IkeJa$,100001!,carrie@@gmail.com,+1-230-2358
1247,Female,2024-01-15,1963-12-08,Michael Carlson Singh,single,prime,Inactive,aFrica,NiGerIa,abuJA#,  maitAMA  ,900271,michael.carlson@yahoo.comm,+88-407-4787
1248,other,2023-08-11,1955-11-13,Karen Johnson,married,,,  NOrTH amEricA  ,  uSA  !,CaLIFOrniA$,lOs AnGElEs,90001,karenjohnson@yahoocom,+10-171-6666
1249,M,2023-08-11,1994-08-27,Deborah Young,s,prime,Active,NOrtH ameriCA@,USA,NeW YOrK,NeW YOrK,10001,,+81-554-7305
1250,Other,2023-12-27,1987-07-13,Ronald Underwood,,prime,,soUtH ameRiCA,  BRaZIl  ,são PauLO,são PauLO,01000-000,ronald.underwood@yahoo.comm,+19-465-8242
1251,Male,2023-09-03,2002-12-12,Anthony Almeida,Single,prime,,SOUtH AMeRiCa,bRaZiL,RIO dE JANeIrO,RIO dE JANeIrO,  20000-000  , anthony@yahoo.com ,+43-631-9451
1252,Male,2024-12-25,2002-04-15,Deborah Stephenson,single,prime,,AsIa,iNdIa,kArNAtaKA#,bEnGaLUrU#,560001,,+32-273-5093
1253,other,2024-08-31,1963-12-08,Laura Larson,Married,prime,,  ASia  ,IndiA,MAhaRaShtra,MUMbaI,400001!, laura.larson@hotmail.com ,+12-814-5693
1254,M,2024-12-11,1960-11-26,Bryan,s,non-prime,,asIA,  japAn  $,TOkYo,  SHInjUku  ,1600022,bryan@yahoo.comm,+21-472-5492
1255,F,2024-12-14,1986-12-31,Catherine Lopez,s,prime,,asIa,JAPan,  OSaKa  ,kITa,5300001,,+27-354-4102
1256,m,2024-04-12,1961-10-23,Amber Williams,s,non-prime,Suspended,  EUROPE  ,germanY,BAVAriA,  muNiCh  ,  80331  $,amberwilliams@yahoocom,+74-562-3519
1257,Male,2023-09-01,1984-09-27,Julia Yates,married,non-prime,Active,EURopE,GerMaNy#,bErliN,  bERliN  @,10115,julia.yates@@hotmail.com,
1258,Male,2024-09-06,1991-09-25,Justin Garcia García,,non-prime,Active,  aFrica  ,NIgErIA,  lagoS  ,IkeJa$,100001,justingarcia@gmailcom,+81-697-6013
1259,,2023-07-30,1996-12-09,Jonathan Berry,,prime,,afRiCa$,  niGeriA  ,abuja#,maItAMa$,900271, jonathan.berry@gmail.com ,+80-692-5109
1260,f,2024-03-18,1992-05-20,Ann Jones,m,prime,,NoRTH AmerIca$,USa@,  cALIForNiA  ,  los ANGelEs  ,90001$,ann.jones@gmail.comm,+45-315-8449
1261,Other,2024-05-31,1981-11-21,Jennifer Chan,M,prime,,  norTH AMErICA  #,uSA,  nEW York  ,new yORk,10001,,+55-921-7791
1262,female,2024-02-08,1959-12-12,Julie Yang,single,non-prime,,SoUth AmeRIca,BrazIL@,são PauLO,são PauLO,01000-000@,julie.yang@@hotmail.com,+50-960-5428
1263,,2024-05-04,1993-02-16,Jason Abbott,m,prime,,SOuTH AmericA,bRaZIl,RIO dE JANeIrO,RIO dE JANeIrO,  20000-000  ,jason.abbott@@gmail.com,+97-354-7200
1264,Female,2024-04-10,1962-03-31,Steven Davis,M,prime,,ASia,  inDIA  ,  kArnATaka  @,beNGALuRU@,560001,steven.davis@yahoo.comm,+73-240-1603
1265,Female,2024-12-03,1998-11-07,Blake Vega,s,non-prime,Inactive,AsiA,  iNDiA  ,MAhaRaShtra,MUMbaI,400001, blake.vega@gmail.com ,+8-121-1449
1266,m,2024-03-13,1983-05-10,Renee Evans,s,prime,Suspended,aSIA,  JaPaN  ,tOkyo,SHINjuKU$,1600022,,+41-629-9246
1267,M,2023-12-31,,Katherine,married,non-prime,Active,AsIa,JapAN,osaka,KitA@,5300001,katherine@hotmailcom,+85-394-2733
1268,,2025-01-02,2000-06-24,Renee,s,non-prime,,eUrOpE,  geRmany  ,  BavariA  ,muNicH,80331,reneegmail.com,+53-862-2897
1269,Female,2023-09-22,1979-11-17,Scott Wilson,s,prime,Suspended,euROPE#,GeRManY,  beRliN  ,BERliN!,  10115  @,,+44-143-9257
1270,M,2025-05-22,1959-11-30,Sarah Ochoa Chen,Married,non-prime,Suspended,AfRiCA!,NigERIA,  lagoS  ,IkeJa$,100001!, sarah.ochoa@yahoo.com ,+92-651-5470
1271,Male,2025-02-03,2006-03-24,Kyle David,single,non-prime,Inactive,  afrIca  ,  NIGerIa  ,AbuJa,MAiTAma,900271,kyle.davidyahoo.com,+88-292-2441
1272,,2024-03-20,1971-10-05,Gloria Jordan,s,prime,Active,nortH AmEricA,uSA,caLiForNiA,Los AngEleS@,  90001  @, gloria.jordan@hotmail.com ,+94-368-5895
1273,Female,2024-12-23,1996-10-09,Paul Dodson,married,non-prime,,NOrtH amERICa#,  USA  @,  New yoRK  ,  nEW yORk  @,10001,,+24-244-2116
1274,,2025-03-26,1959-02-09,Victoria Hayes,single,non-prime,Active,sOUTh ameriCA@,BRaZil,sÃO PAUlO,sÃO PAUlO,01000-000, victoria.hayes@yahoo.com ,+63-693-6526
1275,Female,2024-03-21,2003-06-21,Jasmine Wright,single,prime,Suspended,  sOUTh AMERica  ,brAZIl,  RIo dE JaneIro  ,rIO DE jaNEIRO,20000-000,jasmine.wright@@gmail.com,+88-289-7955
1276,male,2024-02-14,1971-10-27,Sandra Adams,M,non-prime,Active,asia,india,karNATAKA,bengaluru,560001,SANDRA.ADAMS@GMAIL.COM,+20-611-7347
1277,other,2023-11-04,1991-01-18,Michael Ward,m,non-prime,Inactive,AsiA,  INDia  #,MAhaRaShtra,MUMbaI,400001$,michael.ward@@yahoo.com,+74-924-5693
1278,Female,2024-01-09,1957-01-03,Jonathan Guerrero,,prime,Inactive,  asiA  ,jApaN,    TokyO    @,  SHiNJUKu  ,1600022,jonathanguerrero@hotmailcom,+83-904-9267
1279,f,2023-10-08,1998-06-30,Shannon Downs,m,prime,Active,asIa,  JApaN  ,osaka,KitA@,5300001,shannon.downshotmail.com,+10-416-2384
1280,M,2024-01-07,1966-06-27,Kathryn Myers,Single,non-prime,,  EUROPe  ,  gErmANY  ,bAVARIa,  MunIcH  $,80331,KATHRYN.MYERS@GMAIL.COM,+6-174-7720
1281,Female,2023-08-29,2003-10-31,Alexis Holt,,prime,Inactive,  EuroPE  ,  GermANY  ,  bERLIN  #,  bERLIN  #,10115,alexis.holtyahoo.com,
1282,Other,2025-02-01,2007-02-20,Juan Mcfarland,married,non-prime,,  aFrICA  ,nIGERIA,  laGOs  ,ikeja   ,100001$,juanmcfarland@hotmailcom,+92-587-5005
1283,m,2025-06-23,1979-10-10,Joyce,m,non-prime,Suspended,aFRIca,nIGerIA,AbUjA,maITamA,900271,joyce@gmailcom,+54-843-3463
1284,Male,2024-09-10,1968-04-18,Brandon Davis,single,prime,Suspended,NoRth aMEriCa,usA,  CaLIFORNIA  !,LOs anGELEs$,90001, brandon.davis@gmail.com ,+35-803-2247
1285,male,2024-08-26,1970-06-17,Charles Ferguson,,,Suspended,  NOrtH aMERicA  ,  UsA  #,nEw YoRk!,nEw YoRk!,10001,,+64-513-1966
1286,Female,2024-06-29,1980-03-09,Kristin Meyer,single,non-prime,Inactive,  souTH AMEriCa  #,brazil,São Paulo,São Paulo,  01000-000  ,,+21-805-5325
1287,,2025-07-12,1959-06-27,Kurt,single,prime,,sOutH AMERiCa,  bRazil  @,Rio De janEIRO,Rio De janeiRo@,  20000-000  #,kurtgmail.com,+47-638-7916
1288,M,2025-01-16,,Heather Dixon Ali Ali,M,prime,,asiA,india,  karnatAka  ,  BeNGaLURu  ,560001,heather.dixon@@gmail.com,+9-253-3504
1289,F,2024-06-14,1988-12-12,Chad Adams,single,prime,Suspended,  aSiA  ,  InDIa  ,MAhaRaShtra,MUMbaI,400001,chad.adams@@gmail.com,+97-402-1728
1290,m,2023-11-27,1988-10-06,Ryan,married,prime,,AsIA,jApan,    TokyO    @,  SHiNJUKu  ,1600022,,+29-394-6543
1291,Female,2023-08-27,1978-06-11,Justin Murphy,single,prime,Inactive,aSIA,JapAn,osaka,KitA@,  5300001  @,justin.murphy@@hotmail.com,+17-575-4483
1292,male,2025-04-10,1993-04-14,Margaret,Single,prime,Inactive,EuROPE$,GermanY,  bAVARia  ,MUnIcH,80331!,margaret@gmail.comm,+76-657-6599
1293,Female,2024-09-16,1993-07-12,Andrew Ford Müller Müller,m,non-prime,,EuROpE,geRMany,  berLin  ,  berLin  ,10115,ANDREW.FORD@YAHOO.COM,+99-610-8591
1294,F,2023-08-09,1972-01-28,Scott Müller Lee,single,prime,Active,afrIcA,nigERiA,  lagoS  ,IkeJa$,  100001  $,scott@hotmailcom,+17-619-8319
1295,,2024-06-15,1957-03-06,Christian Hampton,Single,non-prime,Inactive,aFRica,NigERiA!,AbUjA,maitaMa,900271,christian.hamptonhotmail.com,+13-527-7620
1296,male,2023-08-18,1977-01-16,Jo Chapman,Single,prime,,  north aMERiCa  @,  Usa  ,cALiFoRnIA,LOS aNgELES,90001,,+88-208-4642
1297,Male,2025-07-09,1977-03-18,Jeremy Wallace,,non-prime,Suspended,NOrth aMeriCA#,uSa,NEW yoRk,neW YOrK,10001,jeremywallace@yahoocom,+14-345-1255
1298,female,2025-03-29,1974-08-07,Erika Williams García,single,prime,Inactive,SouTh AMErICa,BraziL,sÃo PAuLO#,SãO pAUlO,  01000-000  @,erikawilliams@hotmailcom,+22-244-8324
1299,Male,2025-03-13,1993-01-14,Jill,s,prime,Suspended,  SOuth amerICa  !,BRazIL,  rIo DE JaneIRO  ,  rIo DE JaneIRO  ,20000-000#,,+30-154-6193
1300,M,2025-01-09,1967-07-18,Victor Smith Almeida,,non-prime,Inactive,ASia,  INdiA  ,kArNAtaKA#,bEnGaLUrU#,560001,victor.smith@@yahoo.com,+50-765-3401
1301,Other,2023-10-18,1956-09-01,Julie Pierce,single,non-prime,Active,ASIa,  iNdIa  ,maharashTRA#,mumBaI,400001,,+29-185-7373
1302,Female,2024-12-01,1977-06-13,Jessica,M,non-prime,Inactive,asiA,japaN,TOkyO,ShinjuKU,1600022,jessica@hotmail.comm,+40-157-1986
1303,Other,2023-07-23,1998-05-12,Lisa Thompson,married,prime,Inactive,aSIA,  JApAN  ,osaka,KitA@,5300001,lisa.thompson@@hotmail.com,+40-379-4429
1304,M,2024-10-06,2002-02-01,Kenneth Hahn,M,prime,Active,  eURope  !,GermAny,bAVARIa,  MunIcH  $,80331,kenneth.hahn@@hotmail.com,+50-140-5747
